event_date,event_country,event_name,player_place,prize_usd,player_id,source,last_updated
16-Apr-19,United States,"$ 250 No Limit Hold'em #29DeepStack Extravaganza II, Las Vegas",66th,300,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
1-Apr-19,United States,"$ 400 No Limit Hold'em #1DeepStack Extravaganza II, Las Vegas",10th,1778,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
27-Mar-19,United States,"$ 400 No Limit Hold'em - Monster Stack (Event #8)WSOP Circuit - WSOPC Bally's Las Vegas, Las Vegas",4th,10975,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
23-Oct-18,United States,"$ 86 No Limit Hold'em - Moneymaker SpectacularRun It Up Reno VII, Reno",117th,140,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
30-Jun-18,United States,"$ 3,200 No Limit Hold'em - Online High Roller (Event #63)49th World Series of Poker - WSOP 2018, Las Vegas",52nd,6275,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
26-Jun-18,United States,"$ 3,000 No Limit Hold'em (Event #54)49th World Series of Poker - WSOP 2018, Las Vegas",139th,4513,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
26-Jun-18,United States,"$ 1,020 + 80 No Limit Hold'em2018 The Wynn Summer Classic, Las Vegas",210th,2391,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
22-Jun-18,United States,"$ 1,000 No Limit Hold'em - 30 Min Levels (Event #45)49th World Series of Poker - WSOP 2018, Las Vegas",18th,9877,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
16-Jun-18,United States,"$ 1,000 No Limit Hold'em - Double Stack (Event #34)49th World Series of Poker - WSOP 2018, Las Vegas",173rd,3654,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
9-Jun-18,United States,"$ 1,500 No Limit Hold'em - Millionaire Maker (Event #21)49th World Series of Poker - WSOP 2018, Las Vegas",933rd,2468,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
2-Jun-18,United States,"$ 565 No Limit Hold'em - Colossus (Event #7)49th World Series of Poker - WSOP 2018, Las Vegas",439th,2358,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
28-May-18,United States,"$ 1,100 No Limit Hold'em - Summer Kick Off #28DeepStack Championship Poker Series, Las Vegas",34th,2635,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
14-May-18,United States,"$ 340 No Limit Hold'em Double Stack #1DeepStack Championship Poker Series, Las Vegas",60th,638,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
4-May-18,United States,"$ 340 No Limit Hold'em - Double Stack (Event #7)2018 May Extravaganza, Las Vegas",14th,2056,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
3-May-18,United States,"$ 400 No Limit Hold'em - SuperStack (Event #5)2018 May Extravaganza, Las Vegas",2nd,5485,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
13-Apr-18,United States,"$ 3,500 No Limit Hold'em - WPT Showdown Championship (Event #12)2018 Seminole Hard Rock Poker Showdown, Hollywood",77th,8762,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
1-Feb-18,United States,"$ 1,100 No Limit Hold'em - Mid-States Poker Tour (MSPT) The Venetian (Event #9)DeepStack Extravaganza I, Las Vegas",42nd,2903,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
16-Jan-18,United States,"$ 540 + 60 No Limit Hold'em - Kick-Off EventWorld Poker Tour - WPT Borgata Winter Poker Open, Atlantic City",123rd,2838,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
27-Dec-17,United States,"$ 400 No Limit Hold'em - MonsterStack (Event #12)New Year's Extravaganza 2018, Las Vegas",33rd,1606,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
2-Dec-17,United States,"$ 2,500 No Limit Hold'em - Main Event (Event #10)WPTDeepStacks - WPTDS Championship, Lincoln",10th,18051,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
8-Jul-17,United States,"$ 10,000 No Limit Hold'em - Main Event Championship (Event #73)48th World Series of Poker - WSOP 2017, Las Vegas",251st,40181,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
1-Jul-17,United States,"$ 888 No Limit Hold'em - Crazy Eights (Event #60)48th World Series of Poker - WSOP 2017, Las Vegas",726th,1695,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
29-Jun-17,United States,"$ 570 No Limit Hold'em $500K GuaranteeGrand Poker Series, Las Vegas",59th,2471,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
12-Jun-17,United States,"$ 520 + 80 No Limit Hold'em - ULTIMATE GOLIATH Stack2017 Goliath Phamous Poker Series, Las Vegas",197th,1151,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
10-Jun-17,United States,"$ 1,500 No Limit Hold'em - Millionaire Maker (Event #20)48th World Series of Poker - WSOP 2017, Las Vegas",1068th,2249,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
9-Jun-17,United States,"$ 365 No Limit Hold'em - The Giant (Event #19)48th World Series of Poker - WSOP 2017, Las Vegas",46th,6120,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
15-May-17,United States,"$ 250 No Limit Hold'em #1Deepstack Extravaganza III, Las Vegas",35th,871,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
5-May-17,United States,"$ 340 No Limit Hold'em - (Event #5)May Weekend Extravaganza, Las Vegas",9th,3346,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
27-Mar-17,United States,"$ 400 No Limit Hold'em - Superstack #1Deepstack Extravaganza II, Las Vegas",15th,1950,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
24-Mar-17,United States,"$ 525 + 75 No Limit Hold'em - Ultimate Goliath Stack  (Event #1)2017 Phamous Poker Series - Goliath Warm Up, Las Vegas",8th,4140,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
9-Mar-17,United States,"$ 545 + 55 No Limit Hold'em2017 The Wynn Spring Classic, Las Vegas",19th,2252,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
27-Feb-17,United States,"$ 360 + 40 No Limit Hold'em2017 The Wynn Spring Classic, Las Vegas",56th,818,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
17-Feb-17,United States,"$ 365 No Limit Hold'em - Re-Entry (Event #1)WSOP Circuit - WSOPC Las Vegas, Las Vegas",65th,1125,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
16-Feb-17,United States,"$ 600 No Limit Hold'em - Superstack #31DeepStack Extravaganza I, Las Vegas",42nd,1323,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
28-Jan-17,United States,"$ 350 + 50 No Limit Hold'em Saturday Series Deepstack (Event #16)World Poker Tour - WPT Borgata Winter Poker Open, Atlantic City",45th,989,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
24-Jan-17,United States,"$ 400 + 50 No Limit Hold'em Borgata Almighty Stack (Event #10)World Poker Tour - WPT Borgata Winter Poker Open, Atlantic City",40th,2270,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
19-Jan-17,United States,"$ 1,100 No Limit Hold'em #6 Main EventWPTDeepStacks - WPTDS Lucky Hearts Poker Open, Hollywood",53rd,3506,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
4-Jan-17,United States,"$ 250 No Limit Hold'em - SuperStack #23New Year's Extravaganza 2017, Las Vegas",115th,465,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
8-Dec-16,United States,"$ 340 No Limit Hold'em - Double StackDecember Weekend Extravaganza, Las Vegas",36th,1035,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
24-Aug-16,United States,"$ 550 No Limit Hold'em (Event #22)World Poker Tour - WPT Legends Of Poker, Los Angeles",4th,4695,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
16-Aug-16,United States,"$ 250 No Limit Hold'em - Deepstack Turbo Re-Entry (Event #28)2016 Seminole Hard Rock Poker Open, Hollywood",15th,503,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
29-Jul-16,United States,"$ 3,500 + 200 No Limit Hold'em WPT Championship Event (Event #70)World Poker Tour - WPT Choctaw, Durant",84th,7821,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
17-Jul-16,United States,"$ 5,000 No Limit Hold'em #79Deep Stack Extravaganza III, Las Vegas",52nd,11237,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
7-Jul-16,United States,"$ 1,500 + 150 No Limit Hold'em - Goliath Main Event (Event #100)2016 Goliath Phamous Poker Series, Las Vegas",161st,3477,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
1-Jul-16,United States,"$ 888 No Limit Hold'em Crazy Eights 8-Handed (re-entry) (Event #54)47th World Series of Poker - WSOP 2016, Las Vegas",352nd,2210,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
20-Jun-16,United States,"$ 1,500 No Limit Hold'em Summer Solstice (Event #33)47th World Series of Poker - WSOP 2016, Las Vegas",17th,15874,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
16-Jun-16,United States,"$ 2,500 No Limit Hold'em (Event #25)47th World Series of Poker - WSOP 2016, Las Vegas",67th,5738,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
2-Jun-16,United States,"$ 565 No Limit Hold'em Colossus II (Event #2)47th World Series of Poker - WSOP 2016, Las Vegas",945th,2249,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
23-May-16,United States,"$ 250 No Limit Hold'em #14Deep Stack Extravaganza III Warm Up, Las Vegas",25th,916,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
21-Apr-16,United States,"$ 545 + 55 No Limit Hold'em - Wynn Signature WeekendThe Wynn Signature Weekend, Las Vegas",57th,1252,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
7-Apr-16,United States,"$ 570 No Limit Hold'em - Deepstack #9World Poker Tour - WPT Seminole Hard Rock Poker Showdown, Hollywood",118th,1900,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
23-Mar-16,United States,"$ 250 No Limit Hold'em #15Deep Stack Extravaganza II, Las Vegas",82nd,357,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
17-Mar-16,United States,"$ 600 No Limit Hold'em #5Deep Stack Extravaganza II, Las Vegas",38th,1470,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
29-Feb-16,United States,"$ 270 + 30 No Limit Hold'em2016 The Wynn Classic, Las Vegas",2nd,6374,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
14-Feb-16,United States,"$ 250 No Limit Hold'em #42Deep Stack Extravaganza I, Las Vegas",65th,450,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
8-Feb-16,United States,"$ 250 No Limit Hold'em #30Deep Stack Extravaganza I, Las Vegas",57th,539,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
3-Feb-16,United States,"$ 600 No Limit Hold'em #24Deep Stack Extravaganza I, Las Vegas",69th,1391,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
28-Jan-16,United States,"$ 600 No Limit Hold'emPhamous Poker Weekend January, Las Vegas",5th,13905,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
25-Jan-16,United States,"$ 250 No Limit Hold'em #1Deep Stack Extravaganza I, Las Vegas",14th,2271,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
1-Jan-16,United States,"$ 400 No Limit Hold'em #16New Year's Extravaganza, Las Vegas",72nd,744,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
26-Dec-15,United States,"$ 565 No Limit Hold'em - Main EventPhamous Poker Weekend, Las Vegas",23rd,1716,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
20-Nov-15,United States,"$ 1,675 No Limit Hold'em - Main EventWSOP Circuit - WSOPC Nevada, Las Vegas",106th,3443,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
9-Nov-15,United States,"$ 600 No Limit Hold'em #29DeepStack Extravaganza IV, Las Vegas",37th,1194,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
14-Aug-15,United States,"$ 130 No Limit Hold'em - Mega Millions Series XIII (Event #18)World Poker Tour - WPT Legends Of Poker, Los Angeles",175th,1340,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
8-Jul-15,United States,"$ 1,100 No Limit Hold'em #64Deep Stack Extravaganza III, Las Vegas",146th,3101,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
14-Jun-15,United States,"$ 1,000 No Limit Hold'em (Event #30)46th World Series of Poker - WSOP 2015, Las Vegas",33rd,8517,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
20-May-15,United States,"$ 400 No Limit Hold'em #1Deep Stack Extravaganza III, Las Vegas",11th,4002,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
9-May-15,United States,"$ 200 + 25 No Limit Hold'em - $25,000 Guarantee2015 Wynn Casino Recurring Tournaments, Las Vegas",5th,4500,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
16-Apr-15,United States,"$ 200 Event 57: No Limit Hold'emDeep Stack Extravaganza II, Las Vegas",50th,547,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
3-Apr-15,United States,"$ 1,100 Event 30: No Limit Hold'emDeep Stack Extravaganza II, Las Vegas",20th,2400,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
2-Jan-15,United States,"$ 300 No Limit Hold'em2014 New Years Extravaganza, Las Vegas",33rd,1202,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
15-Dec-14,United States,"$ 10,000 + 400 No Limit Hold'em WPT Main EventWorld Poker Tour - WPT Five Diamond World Poker Classic, Las Vegas",36th,31263,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
17-Nov-14,United States,"$ 1,600 No Limit Hold'em - #37Deepstack Extravaganza IV, Las Vegas",6th,30803,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
25-Oct-14,United States,"$ 1,500 + 100 No Limit Hold'em Championship2014 The Wynn Fall Classic, Las Vegas",28th,3798,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
8-Jul-14,United States,"$ 1,100 No Limit Hold'em #60Deepstack Extravaganza III, Las Vegas",9th,30622,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
29-Jun-14,United States,"$ 1,000 No Limit Hold'em (Event #56)45th World Series of Poker - WSOP 2014, Las Vegas",188th,2045,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
21-Apr-14,United States,"$ 250 No Limit Texas Hold'em #53Deep Stack Extravaganza II, Las Vegas",35th,501,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
8-Feb-14,United States,"$ 600 No Limit Hold'em - $150K GuaranteeDeep Stack Extravaganza I, Las Vegas",21st,2356,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
11-Jan-14,United States,"$ 200 + 25 No Limit Hold'em - 25K WKLY GUARANTEE2014 Wynn Casino Recurring Tournaments, Las Vegas",9th,4000,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
7-Jan-14,United States,"$ 200 + 20 No Limit Texas Hold'em Double Green Chip Bounty2014 Venetian Resort Hotel Casino Recurring Tournaments, Las Vegas",5th,502,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
14-Dec-13,United States,"$ 200 + 25 No Limit Hold'em - 25K WKLY GUARANTEE2013 Wynn Casino Recurring Tournaments, Las Vegas",6th,1938,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
20-Oct-13,United States,"$ 400 + 40 No Limit Hold'em - Flight 12013 The Wynn Fall Classic, Las Vegas",18th,1400,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
16-Sep-13,United States,"$ 400 No Limit Hold'em - Event 1Deep Stack Extravaganza 3.5, Las Vegas",13th,1785,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
6-Aug-13,United States,"$ 125 + 15 No Limit Texas Hold'em2013 Wynn Casino Recurring Tournaments, Las Vegas",1st,1455,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
3-Aug-13,United States,"$ 200 + 25 No Limit Texas Hold'em-25K WKLY GUARANTEE2013 Wynn Casino Recurring Tournaments, Las Vegas",1st,13275,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
1-Aug-13,United States,"$ 125 + 15 No Limit Texas Hold'em2013 Wynn Casino Recurring Tournaments, Las Vegas",1st,1394,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
28-Jul-13,United States,"$ 180 + 20 No Limit Texas Hold'em-10K WKLY GUARANTEE2013 Wynn Casino Recurring Tournaments, Las Vegas",4th,1082,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
30-Jun-13,United States,"$ 1,000 No Limit Hold'em (Event #54)44th World Series of Poker - WSOP 2013, Las Vegas",188th,2283,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
30-May-13,United States,"$ 1,000 No Limit Hold'em (Event #3)44th World Series of Poker - WSOP 2013, Las Vegas",257th,2107,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
14-Apr-13,United States,"$ 240 Pot Limit Omaha Hi/LoWorld Poker Tour - WPT Seminole Hard Rock Showdown, Hollywood",7th,828,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
5-Apr-13,United States,"$ 365 No Limit Hold'em - TurboWSOP Circuit - WSOPC Foxwoods, Mashantucket",9th,1629,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
4-Mar-13,United States,"$ 7,150 + 350 No Limit Hold'em - Main EventWorld Poker Tour - WPT Bay 101 Shooting Star, San Jose",33rd,22670,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
15-Feb-13,United States,"$ 365 Pot Limit Omaha Hi/LoWSOP Circuit - WSOPC West Palm Beach, West Palm Beach",20th,625,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
11-Nov-12,United States,"$ 300 No Limit Hold'em - Ladies EventDeep Stack Extravaganza IV, Las Vegas",5th,1076,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
19-Oct-12,United States,"$ 1,675 No Limit Hold'em - Main EventWSOP Circuit - WSOPC Hammond, Hammond",92nd,4101,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
6-Oct-12,United States,"$ 1,675 No Limit Hold'em - Main EventWSOP Circuit - WSOPC Southern Indiana, Elizabeth",21st,5126,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
7-Jun-12,United States,"$ 1,500 No Limit Hold'em - Six Handed (Event #16)43rd World Series of Poker - WSOP 2012, Las Vegas",70th,4287,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
2-Jun-12,United States,"$ 1,500 No Limit Hold'em - Re-Entry (Event #9A)43rd World Series of Poker - WSOP 2012, Las Vegas",212th,3584,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
24-Mar-12,United States,"$ 1,000 + 60 No Limit Hold'em - Main Event2012 All In Poker Series, Reno",5th,10088,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
1-Mar-12,United States,"$ 500 + 50 Pot Limit Omaha Hi/Lo2012 Wynn Classic, Las Vegas",6th,2614,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
27-Jan-12,United States,"$ 1,600 No Limit Hold'em - Main EventWSOP Circuit - WSOPC Caesars Palace, Las Vegas",45th,3564,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
11-Nov-11,United States,"$ 2,500 No Limit Hold'em - Championship EventRock and Roll Poker Open, Hollywood",23rd,6471,154,https://pokerdb.thehendonmob.com/player.php?a=r&n=154,10/19/2021
